Id,Paper,DOI,Species,Year,Country,Sites,Experimental.design,Repetitions,Treatment,Nrates_kg_ha,Sowing.Date,Harvest_Date,Row_Space,Water,Water_applied,Genotype,W_ton_ha,Nupt_kg_ha,Nobs%,Npred%,W_LSD,W_CV,W_SE_min,W_SE_Max,Nconc_LSD,Nconc_SE_min,Nconc_SE_Max,Nupt_SE_min,Nupt_SE_Max,Sampling_time,Observation
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N1,75,,,,Rainfed,,El Palenque MAG INTA ,2.657143,46.66667,1.756272432,1.756272432,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,0.9428571,38,4.030303213,4.030303213,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,2.342857,65.33333,2.788617914,2.788617914,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,3.414286,72.66667,2.128312332,2.128312332,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N2,150,,,,Rainfed,,El Palenque MAG INTA ,1.714286,60.66667,3.538888494,3.538888494,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N2,150,,,,Rainfed,,El Palenque MAG INTA ,2.514286,62,2.465908811,2.465908811,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N2,150,,,,Rainfed,,El Palenque MAG INTA ,3.485714,89.33333,2.562841644,2.562841644,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Irrigated,,El Palenque MAG INTA ,1.071429,42.66667,3.98222094,3.98222094,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Irrigated,,El Palenque MAG INTA ,2.785714,99.33333,3.565812212,3.565812212,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Irrigated,,El Palenque MAG INTA ,3.385714,105.3333,3.111110389,3.111110389,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Irrigated,,El Palenque MAG INTA ,3.828571,103.3333,2.699004407,2.699004407,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Rainfed,,El Palenque MAG INTA ,1.185714,50,4.216868486,4.216868486,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Rainfed,,El Palenque MAG INTA ,1.9,75.33333,3.964912105,3.964912105,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Rainfed,,El Palenque MAG INTA ,2.457143,90.66667,3.689922402,3.689922402,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N4,350,,,,Rainfed,,El Palenque MAG INTA ,3.828571,131.3333,3.430347772,3.430347772,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Irrigated,,El Palenque MAG INTA ,0.9571429,38.66667,4.039801162,4.039801162,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Irrigated,,El Palenque MAG INTA ,2.242857,82.66667,3.68577533,3.68577533,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Irrigated,,El Palenque MAG INTA ,2.342857,86,3.670731931,3.670731931,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Irrigated,,El Palenque MAG INTA ,3.128571,101.3333,3.238964371,3.238964371,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Irrigated,,El Palenque MAG INTA ,3.885714,103.3333,2.659313063,2.659313063,0,,0,0,,,,,,t6,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Irrigated,,El Palenque MAG INTA ,4.414286,121.3333,2.748650631,2.748650631,0,,0,0,,,,,,t7,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Rainfed,,El Palenque MAG INTA ,1.314286,57.33333,4.362317639,4.362317639,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Rainfed,,El Palenque MAG INTA ,1.771429,77.33333,4.365590153,4.365590153,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Rainfed,,El Palenque MAG INTA ,2.5,99.33333,3.9733332,3.9733332,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Early spring 2009,Argentina,Balcarce,Split-plot,2,N5,500,,,,Rainfed,,El Palenque MAG INTA ,4.085714,158.6667,3.883450971,3.883450971,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N0,0,,,,Irrigated,,El Palenque MAG INTA ,1.082329,15.92308,1.471186672,1.471186672,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N0,0,,,,Irrigated,,El Palenque MAG INTA ,1.180723,18.69231,1.583124069,1.583124069,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N0,0,,,,Irrigated,,El Palenque MAG INTA ,2.698795,33.92308,1.256971352,1.256971352,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N0,0,,,,Rainfed,,El Palenque MAG INTA ,0.8574297,17.30769,2.018554991,2.018554991,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N0,0,,,,Rainfed,,El Palenque MAG INTA ,0.9277108,15.23077,1.641758401,1.641758401,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N0,0,,,,Rainfed,,El Palenque MAG INTA ,1.391566,22.15385,1.592008572,1.592008572,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N0,0,,,,Rainfed,,El Palenque MAG INTA ,1.827309,29.07692,1.591242642,1.591242642,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Irrigated,,El Palenque MAG INTA ,1.405622,35.30769,2.511890821,2.511890821,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Irrigated,,El Palenque MAG INTA ,1.771084,37.38462,2.110832688,2.110832688,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Irrigated,,El Palenque MAG INTA ,2.108434,40.15385,1.904439503,1.904439503,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Irrigated,,El Palenque MAG INTA ,4.301205,69.92308,1.625662576,1.625662576,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Irrigated,,El Palenque MAG INTA ,5.706827,90,1.577058495,1.577058495,0,,0,0,,,,,,t6,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Rainfed,,El Palenque MAG INTA ,0.9417671,24.23077,2.572904702,2.572904702,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Rainfed,,El Palenque MAG INTA ,1.15261,29.07692,2.522702388,2.522702388,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Rainfed,,El Palenque MAG INTA ,1.26506,37.38462,2.955165763,2.955165763,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Rainfed,,El Palenque MAG INTA ,2.811245,56.07692,1.99473614,1.99473614,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N1,75,,,,Rainfed,,El Palenque MAG INTA ,2.909639,56.76923,1.951074687,1.951074687,0,,0,0,,,,,,t6,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,1.532129,50.53846,3.298577339,3.298577339,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,2.23494,66.46154,2.973750526,2.973750526,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,3.204819,86.53846,2.700260452,2.700260452,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,5.060241,103.1538,2.038515557,2.038515557,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Irrigated,,El Palenque MAG INTA ,5.257028,108.6923,2.067561748,2.067561748,0,,0,0,,,,,,t6,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Rainfed,,El Palenque MAG INTA ,1.012048,29.07692,2.873077166,2.873077166,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Rainfed,,El Palenque MAG INTA ,1.37751,42.92308,3.115990447,3.115990447,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Rainfed,,El Palenque MAG INTA ,1.475904,45.69231,3.095886318,3.095886318,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N2,150,,,,Rainfed,,El Palenque MAG INTA ,3.640562,84.46154,2.320013778,2.320013778,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Irrigated,,El Palenque MAG INTA ,1.461847,55.38462,3.788674191,3.788674191,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Irrigated,,El Palenque MAG INTA ,1.89759,69.92308,3.684836029,3.684836029,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Irrigated,,El Palenque MAG INTA ,3.767068,117.6923,3.124241453,3.124241453,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Irrigated,,El Palenque MAG INTA ,4.807229,135.6923,2.822671855,2.822671855,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Irrigated,,El Palenque MAG INTA ,6.493976,173.0769,2.665191556,2.665191556,0,,0,0,,,,,,t6,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Rainfed,,El Palenque MAG INTA ,1.110442,35.30769,3.179606859,3.179606859,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Rainfed,,El Palenque MAG INTA ,1.728916,56.07692,3.243472789,3.243472789,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Rainfed,,El Palenque MAG INTA ,3.738956,108.6923,2.907022709,2.907022709,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N3,350,,,,Rainfed,,El Palenque MAG INTA ,4.146586,135.6923,3.272386006,3.272386006,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Irrigated,,El Palenque MAG INTA ,1.560241,54,3.461003781,3.461003781,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Irrigated,,El Palenque MAG INTA ,1.883534,65.76923,3.491799458,3.491799458,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Irrigated,,El Palenque MAG INTA ,3.176707,101.7692,3.203606754,3.203606754,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Irrigated,,El Palenque MAG INTA ,4.919679,128.7692,2.617430934,2.617430934,0,,0,0,,,,,,t5,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Irrigated,,El Palenque MAG INTA ,6.072289,157.1538,2.588048757,2.588048757,0,,0,0,,,,,,t6,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Rainfed,,El Palenque MAG INTA ,0.9277108,31.15385,3.35814243,3.35814243,0,,0,0,,,,,,t2,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Rainfed,,El Palenque MAG INTA ,1.391566,50.53846,3.631768813,3.631768813,0,,0,0,,,,,,t3,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Rainfed,,El Palenque MAG INTA ,3.429719,108.6923,3.169131349,3.169131349,0,,0,0,,,,,,t4,
33,Errecart et al. (2013),10.2135/cropsci2013.08.0561,Tall fescue,Summer 2010,Argentina,Balcarce,Split-plot,2,N4,500,,,,Rainfed,,El Palenque MAG INTA ,3.921687,119.0769,3.036369297,3.036369297,0,,0,0,,,,,,t5,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N3,150,,,,,,Clarine,1.92,,4.32,4.32,0,,0,0,,,,,,t1,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N3,150,,,,,,Clarine,2.55,,3.43,3.43,0,,0,0,,,,,,t2,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N3,150,,,,,,Clarine,3.52,,3.19,3.19,0,,0,0,,,,,,t3,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N3,150,,,,,,Clarine,4.33,,3.06,3.06,0,,0,0,,,,,,t4,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N3,150,,,,,,Clarine,5.17,,2.65,2.65,0,,0,0,,,,,,t5,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N3,150,,,,,,Clarine,6.02,,2.81,2.81,0,,0,0,,,,,,t6,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N3,150,,,,,,Clarine,6.16,,2.55,2.55,0,,0,0,,,,,,t7,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N2,100,,,,,,Clarine,1.88,,3.92,3.92,0,,0,0,,,,,,t1,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N2,100,,,,,,Clarine,2.58,,3.04,3.04,0,,0,0,,,,,,t2,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N2,100,,,,,,Clarine,3.55,,2.55,2.55,0,,0,0,,,,,,t3,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N2,100,,,,,,Clarine,4.1,,2.31,2.31,0,,0,0,,,,,,t4,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N2,100,,,,,,Clarine,5,,2.08,2.08,0,,0,0,,,,,,t5,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N2,100,,,,,,Clarine,5.63,,2,2,0,,0,0,,,,,,t6,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N2,100,,,,,,Clarine,6.31,,1.93,1.93,0,,0,0,,,,,,t7,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N1,50,,,,,,Clarine,1.58,,2.89,2.89,0,,0,0,,,,,,t1,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N1,50,,,,,,Clarine,1.93,,2.11,2.11,0,,0,0,,,,,,t2,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N1,50,,,,,,Clarine,2.34,,2,2,0,,0,0,,,,,,t3,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N1,50,,,,,,Clarine,2.78,,1.62,1.62,0,,0,0,,,,,,t4,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N1,50,,,,,,Clarine,3.08,,1.41,1.41,0,,0,0,,,,,,t5,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N1,50,,,,,,Clarine,3.55,,1.45,1.45,0,,0,0,,,,,,t6,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N1,50,,,,,,Clarine,4.02,,1.43,1.43,0,,0,0,,,,,,t7,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N0,0,,,,,,Clarine,0.91,,2,2,0,,0,0,,,,,,t1,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N0,0,,,,,,Clarine,0.92,,1.62,1.62,0,,0,0,,,,,,t2,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N0,0,,,,,,Clarine,0.98,,1.43,1.43,0,,0,0,,,,,,t3,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N0,0,,,,,,Clarine,1,,1.32,1.32,0,,0,0,,,,,,t4,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N0,0,,,,,,Clarine,1.02,,1.21,1.21,0,,0,0,,,,,,t5,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N0,0,,,,,,Clarine,1.08,,1.12,1.12,0,,0,0,,,,,,t6,
34,Lemaire and Denoix (1987),hal-00885004,Tall fescue,,France,Lusignan,,,N0,0,,,,,,Clarine,1.15,,1.07,1.07,0,,0,0,,,,,,t7,
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N0,0,,,,,,Clarine,0.8783333,,2.026666667,2.026666667,0,,0,0,,,,,,t2,4/14/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N0,0,,,,,,Clarine,1.456667,,1.646666667,1.646666667,0,,0,0,,,,,,t3,4/21/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N0,0,,,,,,Clarine,1.871667,,1.523333333,1.523333333,0,,0,0,,,,,,t4,4/28/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N0,0,,,,,,Clarine,2.53,,1.273333333,1.273333333,0,,0,0,,,,,,t5,5/6/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N1,50,,,,,,Clarine,1.08,,3.136666667,3.136666667,0,,0,0,,,,,,t1,4/7/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N1,50,,,,,,Clarine,1.6,,2.693333333,2.693333333,0,,0,0,,,,,,t2,4/14/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N1,50,,,,,,Clarine,2.688333,,2.133333333,2.133333333,0,,0,0,,,,,,t3,4/21/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N1,50,,,,,,Clarine,3.785,,1.92,1.92,0,,0,0,,,,,,t4,4/28/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N1,50,,,,,,Clarine,4.796667,,1.44,1.44,0,,0,0,,,,,,t5,5/6/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N2,100,,,,,,Clarine,1.4,,3.836666667,3.836666667,0,,0,0,,,,,,t1,4/7/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N2,100,,,,,,Clarine,2.128333,,3.19,3.19,0,,0,0,,,,,,t2,4/14/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N2,100,,,,,,Clarine,3.471667,,2.653333333,2.653333333,0,,0,0,,,,,,t3,4/21/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N2,100,,,,,,Clarine,4.845,,2.386666667,2.386666667,0,,0,0,,,,,,t4,4/28/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N2,100,,,,,,Clarine,6.353333,,1.926666667,1.926666667,0,,0,0,,,,,,t5,5/6/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N3,150,,,,,,Clarine,1.563333,,4.553333333,4.553333333,0,,0,0,,,,,,t1,4/7/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N3,150,,,,,,Clarine,2.543333,,3.716666667,3.716666667,0,,0,0,,,,,,t2,4/14/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N3,150,,,,,,Clarine,4.248333,,3.1,3.1,0,,0,0,,,,,,t3,4/21/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N3,150,,,,,,Clarine,5.696667,,2.716666667,2.716666667,0,,0,0,,,,,,t4,4/28/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N3,150,,,,,,Clarine,7.19,,2.21,2.21,0,,0,0,,,,,,t5,5/6/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N4,200,,,,,,Clarine,1.673333,,4.963333333,4.963333333,0,,0,0,,,,,,t1,4/7/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N4,200,,,,,,Clarine,2.733333,,4.116666667,4.116666667,0,,0,0,,,,,,t2,4/14/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N4,200,,,,,,Clarine,4.42,,3.49,3.49,0,,0,0,,,,,,t3,4/21/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N4,200,,,,,,Clarine,5.865,,3.216666667,3.216666667,0,,0,0,,,,,,t4,4/28/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N4,200,,,,,,Clarine,7.263333,,2.603333333,2.603333333,0,,0,0,,,,,,t5,5/6/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N0,0,,,,,,Clarine,1.008333333,,2.156666667,2.156666667,0,,0,0,,,,,,t1,7/16/87
35,Lemaire and Gastal (1989),Data in figshare,Tall fescue,1987,France,Lusignan,,,N0,0,,,,,,Clarine,1.101666667,,1.81,1.81,0,,0,0,,,,,,t2,7/23/87
